name,Zip code,Number of reviewers,Overall score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Free Parking,Airport Shuttle (free),Private Parking,Spa,On-site Parking,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Air Conditioning,Free WiFi,Laundry,Water Park,Pet Friendly,Outdoor Pool,Indoor Pool,Elevator,Garden,Facilities for Disabled Guests,Bar,Beach nearby,wonderful Fitness Center,Beachfront,Non-smoking Rooms,Terrace,Swimming Pool,very good Fitness Center,Restaurant,Private Beach Area,exceptional Fitness Center,24-Hour Front Desk,WiFi,BBQ Facilities,Dist
Su Casa at Venice Beach,90291,573,8.1,8.1,8,7.8,8.5,7.4,8.3,8.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(13.7 miles from center)
Downtown LA 1-Bedroom with Views,90015,15,8.8,9.3,8.8,8.8,8.8,8.2,10,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
USA Hostels Hollywood,90028,"1,707",8.5,8.5,8.1,8.5,8.7,8.2,8.9,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(5.6 miles from center)
Great Apartment in the Heart of Hollywood w/Parking,90038,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Beautiful Sunset in Santa Monica Beach *4,90401,7,8.7,8.9,8.9,8.9,7.9,8.2,9.3,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
Downtown LA Modern Home Staples Center,90015,9,8.6,9.5,8.1,8.3,8.3,7.8,7.5,9.7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.2 miles from center)
PodShare Venice,90291,325,8.4,8.3,8.3,8.3,8.6,8.1,8.9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,(13 miles from center)
Glendon Westwood 2199,90024,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
744 Navy Street Home Home,90405,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,(13 miles from center)
Sunset Plaza Chateau,90069,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,(8.1 miles from center)
Bliss Beach House,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,(13.7 miles from center)
The Canterbury Suites,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.2 miles from center)
Tiverton Apartment Lofts,90024,5,9.8,10,10,10,9.5,9,10,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(11.2 miles from center)
Hollywood Tower Apartel,90028,24,8.1,8.1,8.2,7.6,7.9,8.2,10,8.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
My Lovely Guest House in Los Angeles,90035,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Cozy Studio Retreat @ Hollywood,90027,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5 miles from center)
Charming 3BD Venice Beach House,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13 miles from center)
San Pascual Garden,90042,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.2 miles from center)
DTLA Superior Suite Walk to Staples Center,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.5 miles from center)
Luxurious Hollywood Mansion Under Hollywood Sign,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(6.2 miles from center)
Holman Home,90024,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(10.6 miles from center)
Urban Lifestyle Suites,90014,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(0.9 miles from center)
Barrington Apartment A3023,90025,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Spotless Apartment in Santa Monica Beach 3,90401,10,8.9,9.5,9.3,9.3,8.3,8.3,8.8,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
Sunset Hilltop,90026,6,8.8,8.3,8.8,8.3,9.2,8.8,9.2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(2.4 miles from center)
Universal Studios Close-Up,91604,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(9.9 miles from center)
Walk of Fame Splendor 2BDR~2BATH,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
FANTASTIC HOUSE IN SANTA MONICA BEACH 10,90401,9,8.8,9.2,9.2,8.9,8.9,7.5,9.2,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
Perfect Chill in Hollywood,90028,8,7.8,8.1,7.8,7.5,7.8,7.5,8.1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Mama Shelter Los Angeles,90028,763,8.7,9.1,8.7,8.6,9.1,7.8,9,8.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,(5.6 miles from center)
Magic Castle Hotel,90028,435,9.0,8.8,8.7,8.7,9.8,8.6,8.9,9.6,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Farmer's Daughter Hotel,90036,569,8.7,9,8.7,8.6,8.9,7.6,8.5,9.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,(6.8 miles from center)
Unique Modern Luxury Apartment,90025,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
Beverly Apartments,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Timeless Studio in Iconic Hollywood Towers,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(5.6 miles from center)
Crescent Hotel,90210,319,8.4,8.7,7.9,7.8,9,7.7,7.8,9.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,(8.7 miles from center)
Hollywood Walk of Fame!,90028,85,8.2,7.9,7.8,7.7,8.9,7.9,7.2,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Barrington Apartments C837,90025,0,0,,,,,,,,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(12.4 miles from center)
Beautiful Beverly Hills Home with Pool,90210,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Bel Air Luxury Living,90049,10,8.8,9.5,8.8,9,7.5,8.8,8.9,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(12.4 miles from center)
24 Hours Motel,90043,8,7.9,8.1,8.5,8.1,8.1,8.6,6.3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(6.2 miles from center)
Charming Studio in the heart of Westwood Village,90024,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
BRILLIANT HOME IN SANTA MONICA BEACH *23,90401,10,9.3,9.3,9.3,9.5,9.5,8.8,7.5,9.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(14.3 miles from center)
Boutique Hollywood,90027,92,8.4,8.6,8.6,8.7,7.7,8.5,6.5,8.4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(4.3 miles from center)
Beautiful home in Beverly Hills with free Parking,90211,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,(7.5 miles from center)
The Deluxe Oasis Apartment,90028,13,9.5,9.4,9.8,10,10,9.4,10,8.5,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Premier Suites,90012,15,9.0,9.8,9.7,9.3,8.5,8.2,7.5,8.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(800 feet from center)
Hollywood Sign View 5,90028,53,8.5,8,8.6,8.7,8.1,8.7,9.5,8.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(5 miles from center)
VE Venice Guest House,90291,8,9.2,9.4,9.1,9.7,9.4,8.8,10,8.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,(12.4 miles from center)
Best Western Burbank Airport Inn,91605,553,8.3,8.7,8.6,8.3,8.8,8.2,8.7,7.1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,(13 miles from center)
Amazing big house,91401,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,(13 miles from center)
Hollywood Bungalow,90046,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
Double Suite in Santa Monica,90403,7,10,10,10,10,10,9.7,10,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,(13.7 miles from center)
Orange Drive Hostel,90028,412,8.5,8.6,8,8,9,8.2,8.3,9.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,(6.2 miles from center)
Popular Hollywood Delightful 2 Bedroom Suite,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Westwood Apartment 302W,90024,0,0,,,,,,,,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(11.2 miles from center)
Palihouse Santa Monica,90403,221,8.8,9.1,9,8.5,9,7.8,8.8,9.3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,(14.9 miles from center)
VE Venice Suite E,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,(13 miles from center)
Beautiful Venice Bungalow,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13 miles from center)
Bright Lights | Spacious 1bedroom Apatment,90017,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Super 8 by Wyndham Los Angeles-Culver City Area,90066,498,8.3,8.8,8.5,8.3,8.5,7.8,8.6,8.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
LA Fabulous Find Centrally Located,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Ocean Suites - Sky,90405,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
H&M Home 13603,90292,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
"Gorgeous Bungalow walk to Universal Studios, Hollywood",90068,40,9.5,9.7,9.4,9.5,9.5,9.5,10,9.8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(8.7 miles from center)
Downtown LA Masterpiece Suite Best Location,90015,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.3 miles from center)
3 bedroom Oasis in the Bird Streets,90210,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,(8.7 miles from center)
California Diamond Apartment,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Ambrose Hotel,90404,381,8.6,9.2,8.9,8.5,8.8,7.5,8.6,8.3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
I Love L.A. Downtown Orange and Teal,90012,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.7 miles from center)
Dresden B & B,90046,72,9.2,9.5,9.1,9,9.7,8.7,9.6,9.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,(6.8 miles from center)
Sheraton Grand Los Angeles,90017,700,8.5,8.9,8.9,8.6,8.5,7.5,5.9,8.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,(0.9 miles from center)
VE Venice Suite A,90291,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,(13 miles from center)
Hollywood 4Beds Los Angeles #1 Pool,90028,39,8.2,8.1,8.2,8.2,8,7.7,8.1,8.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
California Spring Apartment,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5 miles from center)
Location For Vacation Hollywood Luxury Apartment,90027,111,8.8,9,8.9,8.9,9.2,8.5,9.2,8.5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(4.3 miles from center)
Inn at Playa del Rey,90293,148,9.2,9.4,9.4,9.3,9.7,8.4,8.8,8.8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(13 miles from center)
Modern 3 Bedroom 2 Bathroom,90006,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(3.1 miles from center)
Ocean Suites - Wave,90405,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,(14.3 miles from center)
Los Angeles Eagle Rock Art District Combo,90012,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Stay Elevate in heart of Los Angeles,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.2 miles from center)
Downtown LA Live Suites,90017,118,7.7,7.7,7.7,8,7.6,7.3,8.8,7.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Stylish Loft in Downtown LA,90013,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(2,150 feet from center)"
Chic Hollywood Hideaway Cabin,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(6.2 miles from center)
Upscale 2Bed 2Bath & Gated Parking,90038,26,8.9,8.9,8.9,9.1,9.3,8.3,10,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,(5.6 miles from center)
Apartment North Mansfield Ave,90028,128,8.4,8.3,8.4,8.2,8.5,8,8.5,9.1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Luxury Suite in The Heart of Hollywood,90046,8,9.1,9.7,9.4,9.1,8.8,8.8,9.1,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(6.8 miles from center)
112 Thornton Place House Home,90291,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
Rochester Apartment,90024,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(11.2 miles from center)
Best Western Plus Dragon Gate Inn,90012,565,8.0,8.5,8.1,7.9,8.3,7.5,7.9,7.8,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(0.8 miles from center)
Hollywood Guest house,90068,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
Grand Suites,90012,13,9.3,9.2,9.8,9.8,9.6,8.5,10,8.7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"(1,000 feet from center)"
Robmar,90210,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(9.9 miles from center)
Irvine Moorpark,91602,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(10.6 miles from center)
LA Penthouse,90015,0,0,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(1.6 miles from center)
1908 Hillcrest Rd Cabin Cabin,90068,0,0,,,,,,,,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(6.2 miles from center)
Ysidro Modern Tower Groove,90210,0,0,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(10.6 miles from center)
Marilyn Monroe Studio in Iconic Hollywood Towers,90028,0,0,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,(5.6 miles from center)
West Hollywood Suites,90069,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(7.5 miles from center)
The Rose Hotel,90291,270,8.9,9.4,8.6,8.5,9.6,7.8,9.2,9.6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(13.7 miles from center)
NEW Apartment near Staples Center,90017,16,8.8,8.9,9.1,8.6,8.8,8.8,10,8.8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(1.1 miles from center)
Popular Studio luxury Private apartment in Downtown Los Angeles,90014,6,8.3,9.2,8.3,8.3,8.8,7.9,7.5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(0.8 miles from center)
Urban Hollywood Capitol Records Suite,90028,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Tareco Holiday Home,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(7.5 miles from center)
Venice Beach Studio C,90291,0,0,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,(13.7 miles from center)
Arroyo Vista Inn,91030,63,8.9,9,9.1,8.6,8.9,8.6,9.2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
Spacious apartment close to Santa Monica beach,90025,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(12.4 miles from center)
6418 Dix Street Townhouse Townhouse,90068,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(5.6 miles from center)
LA Grand 3 Bedroom Suite,90036,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(5.6 miles from center)
Beverly Hills Home - Rodeo Drive,90210,0,0,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,(8.7 miles from center)
Sunset Plaza 4,90069,0,0,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(8.1 miles from center)
